sprint_id,task_id,estimation_days,actual_days,created,start,end,priority,status,reopened_count,is_bug
1,S01T18,7,7,2025-05-29 00:01:02.350879,2025-05-29 00:01:02.350879,2025-06-05 00:01:02.350879,Low,In Progress,0,False
1,S01T19,3,3,2025-05-24 00:01:02.350879,2025-05-25 00:01:02.350879,2025-05-28 00:01:02.350879,Low,Done,0,False
1,S01T20,6,5,2025-05-24 00:01:02.350879,2025-05-25 00:01:02.350879,2025-05-30 00:01:02.350879,Low,Reopened,1,False
1,S01T21,1,1,2025-05-24 00:01:02.350879,2025-05-24 00:01:02.350879,2025-05-25 00:01:02.350879,Low,Done,0,False
1,S01T22,7,6,2025-05-27 00:01:02.350879,2025-05-27 00:01:02.350879,2025-06-02 00:01:02.350879,High,Done,0,False
1,S01T23,4,3,2025-05-30 00:01:02.350879,2025-05-31 00:01:02.350879,2025-06-03 00:01:02.350879,High,Done,0,False
1,S01T24,3,3,2025-05-27 00:01:02.350879,2025-05-28 00:01:02.350879,2025-05-31 00:01:02.350879,Medium,Done,0,True
1,S01T25,7,8,2025-05-30 00:01:02.350879,2025-05-31 00:01:02.350879,2025-06-08 00:01:02.350879,High,In Progress,0,True
1,S01T26,7,5,2025-05-29 00:01:02.350879,2025-05-30 00:01:02.350879,2025-06-04 00:01:02.350879,Low,In Progress,0,False
1,S01T27,4,4,2025-05-26 00:01:02.350879,2025-05-26 00:01:02.350879,2025-05-30 00:01:02.350879,Low,Done,0,False
1,S01T28,6,7,2025-05-24 00:01:02.350879,2025-05-25 00:01:02.350879,2025-06-01 00:01:02.350879,High,Reopened,0,False
1,S01T29,6,6,2025-05-29 00:01:02.350879,2025-05-29 00:01:02.350879,2025-06-04 00:01:02.350879,Medium,Done,0,True
1,S01T30,5,2,2025-05-27 00:01:02.350879,2025-05-28 00:01:02.350879,2025-05-30 00:01:02.350879,Medium,Blocked,0,False
1,S01T31,4,8,2025-05-29 00:01:02.350879,2025-05-30 00:01:02.350879,2025-06-07 00:01:02.350879,Medium,Reopened,0,False
1,S01T32,3,3,2025-05-25 00:01:02.350879,2025-05-25 00:01:02.350879,2025-05-28 00:01:02.350879,Medium,Done,0,True
1,S01T33,5,10,2025-05-24 00:01:02.350879,2025-05-25 00:01:02.350879,2025-06-04 00:01:02.350879,Low,Reopened,2,True
1,S01T34,5,4,2025-05-24 00:01:02.350879,2025-05-25 00:01:02.350879,2025-05-29 00:01:02.350879,Critical,Reopened,1,False
1,S01T35,7,6,2025-05-25 00:01:02.350879,2025-05-25 00:01:02.350879,2025-05-31 00:01:02.350879,Low,Blocked,1,True
1,S01T36,7,3,2025-05-29 00:01:02.350879,2025-05-29 00:01:02.350879,2025-06-01 00:01:02.350879,Low,Done,1,False
1,S01T37,3,3,2025-05-25 00:01:02.350879,2025-05-25 00:01:02.350879,2025-05-28 00:01:02.350879,Medium,Done,0,True
1,S01T38,7,10,2025-05-24 00:01:02.350879,2025-05-25 00:01:02.350879,2025-06-04 00:01:02.350879,High,In Progress,0,False
1,S01T39,4,1,2025-05-30 00:01:02.350879,2025-05-31 00:01:02.350879,2025-06-01 00:01:02.350879,Low,Done,2,True
1,S01T40,2,6,2025-05-29 00:01:02.350879,2025-05-29 00:01:02.350879,2025-06-04 00:01:02.350879,Low,Done,0,False
1,S01T41,4,3,2025-05-29 00:01:02.350879,2025-05-29 00:01:02.350879,2025-06-01 00:01:02.350879,Low,Done,0,True
1,S01T42,5,6,2025-05-25 00:01:02.350879,2025-05-26 00:01:02.350879,2025-06-01 00:01:02.350879,High,Done,0,False
1,S01T43,2,1,2025-05-25 00:01:02.350879,2025-05-26 00:01:02.350879,2025-05-27 00:01:02.350879,Low,Done,0,False
1,S01T44,5,8,2025-05-28 00:01:02.350879,2025-05-28 00:01:02.350879,2025-06-05 00:01:02.350879,Critical,In Progress,0,False
1,S01T45,7,7,2025-05-26 00:01:02.350879,2025-05-26 00:01:02.350879,2025-06-02 00:01:02.350879,Low,Done,0,True
1,S01T46,6,4,2025-05-29 00:01:02.350879,2025-05-30 00:01:02.350879,2025-06-03 00:01:02.350879,High,Done,0,False
1,S01T47,7,6,2025-05-28 00:01:02.350879,2025-05-28 00:01:02.350879,2025-06-03 00:01:02.350879,Low,Reopened,1,True
1,S01T48,3,1,2025-05-25 00:01:02.350879,2025-05-26 00:01:02.350879,2025-05-27 00:01:02.350879,High,In Progress,0,True
1,S01T49,7,9,2025-05-27 00:01:02.350879,2025-05-28 00:01:02.350879,2025-06-06 00:01:02.350879,Medium,Done,0,False
1,S01T50,4,5,2025-05-26 00:01:02.350879,2025-05-26 00:01:02.350879,2025-05-31 00:01:02.350879,Critical,Reopened,0,True
1,S01T51,7,6,2025-05-25 00:01:02.350879,2025-05-25 00:01:02.350879,2025-05-31 00:01:02.350879,Low,In Progress,0,False
1,S01T52,6,5,2025-05-25 00:01:02.350879,2025-05-25 00:01:02.350879,2025-05-30 00:01:02.350879,Low,Done,0,False
1,S01T53,5,4,2025-05-28 00:01:02.350879,2025-05-28 00:01:02.350879,2025-06-01 00:01:02.350879,Medium,Done,0,False
1,S01T54,3,1,2025-05-27 00:01:02.350879,2025-05-28 00:01:02.350879,2025-05-29 00:01:02.350879,Low,Done,1,True
1,S01T55,7,8,2025-05-24 00:01:02.350879,2025-05-25 00:01:02.350879,2025-06-02 00:01:02.350879,Critical,Done,1,False
1,S01T56,1,2,2025-05-27 00:01:02.350879,2025-05-28 00:01:02.350879,2025-05-30 00:01:02.350879,Critical,Blocked,0,False
1,S01T57,7,7,2025-05-30 00:01:02.350879,2025-05-31 00:01:02.350879,2025-06-07 00:01:02.350879,Medium,Done,0,False
1,S01T58,4,5,2025-05-28 00:01:02.350879,2025-05-28 00:01:02.350879,2025-06-02 00:01:02.350879,High,Done,3,False
1,S01T59,5,3,2025-05-27 00:01:02.350879,2025-05-27 00:01:02.350879,2025-05-30 00:01:02.350879,High,In Progress,0,True
1,S01T60,5,4,2025-05-25 00:01:02.350879,2025-05-25 00:01:02.350879,2025-05-29 00:01:02.350879,High,In Progress,0,True
1,S01T61,3,5,2025-05-29 00:01:02.350879,2025-05-30 00:01:02.350879,2025-06-04 00:01:02.350879,Low,Reopened,0,False
1,S01T62,4,4,2025-05-30 00:01:02.350879,2025-05-30 00:01:02.350879,2025-06-03 00:01:02.350879,High,Done,0,False
1,S01T63,7,3,2025-05-25 00:01:02.350879,2025-05-26 00:01:02.350879,2025-05-29 00:01:02.350879,Medium,In Progress,0,False
1,S01T64,7,6,2025-05-24 00:01:02.350879,2025-05-24 00:01:02.350879,2025-05-30 00:01:02.350879,Medium,Reopened,0,True
1,S01T65,1,1,2025-05-28 00:01:02.350879,2025-05-29 00:01:02.350879,2025-05-30 00:01:02.350879,Medium,Reopened,0,False
1,S01T66,6,6,2025-05-30 00:01:02.350879,2025-05-30 00:01:02.350879,2025-06-05 00:01:02.350879,Critical,In Progress,0,False
1,S01T67,3,2,2025-05-27 00:01:02.350879,2025-05-27 00:01:02.350879,2025-05-29 00:01:02.350879,Low,Done,0,False
1,S01T68,2,3,2025-05-27 00:01:02.350879,2025-05-28 00:01:02.350879,2025-05-31 00:01:02.350879,Low,Done,0,True
1,S01T69,1,2,2025-05-27 00:01:02.350879,2025-05-28 00:01:02.350879,2025-05-30 00:01:02.350879,Low,Reopened,1,False
1,S01T70,7,5,2025-05-24 00:01:02.350879,2025-05-25 00:01:02.350879,2025-05-30 00:01:02.350879,Low,Blocked,0,True
1,S01T71,1,1,2025-05-30 00:01:02.350879,2025-05-30 00:01:02.350879,2025-05-31 00:01:02.350879,Low,In Progress,0,False
1,S01T72,1,4,2025-05-28 00:01:02.350879,2025-05-28 00:01:02.350879,2025-06-01 00:01:02.350879,Medium,Done,0,True
1,S01T73,6,6,2025-05-28 00:01:02.350879,2025-05-29 00:01:02.350879,2025-06-04 00:01:02.350879,Critical,Done,0,False
1,S01T74,3,6,2025-05-24 00:01:02.350879,2025-05-24 00:01:02.350879,2025-05-30 00:01:02.350879,Medium,Done,1,True
1,S01T75,1,1,2025-05-26 00:01:02.350879,2025-05-26 00:01:02.350879,2025-05-27 00:01:02.350879,Low,Blocked,1,False
1,S01T76,1,1,2025-05-30 00:01:02.350879,2025-05-30 00:01:02.350879,2025-05-31 00:01:02.350879,Medium,In Progress,0,False
1,S01T77,7,9,2025-05-29 00:01:02.350879,2025-05-29 00:01:02.350879,2025-06-07 00:01:02.350879,Medium,Reopened,0,False
1,S01T78,7,3,2025-05-27 00:01:02.350879,2025-05-28 00:01:02.350879,2025-05-31 00:01:02.350879,Medium,Blocked,1,False
1,S01T79,2,2,2025-05-25 00:01:02.350879,2025-05-25 00:01:02.350879,2025-05-27 00:01:02.350879,Low,Done,0,False
1,S01T80,7,6,2025-05-30 00:01:02.350879,2025-05-31 00:01:02.350879,2025-06-06 00:01:02.350879,Low,Done,0,True
1,S01T81,1,1,2025-05-28 00:01:02.350879,2025-05-29 00:01:02.350879,2025-05-30 00:01:02.350879,Low,Done,0,True
1,S01T82,4,5,2025-05-25 00:01:02.350879,2025-05-25 00:01:02.350879,2025-05-30 00:01:02.350879,Low,Done,0,False
1,S01T83,6,6,2025-05-28 00:01:02.350879,2025-05-28 00:01:02.350879,2025-06-03 00:01:02.350879,Low,In Progress,0,True
1,S01T84,6,1,2025-05-26 00:01:02.350879,2025-05-26 00:01:02.350879,2025-05-27 00:01:02.350879,Low,Done,1,False
1,S01T85,4,2,2025-05-29 00:01:02.350879,2025-05-30 00:01:02.350879,2025-06-01 00:01:02.350879,Medium,Done,0,False
1,S01T86,6,3,2025-05-26 00:01:02.350879,2025-05-27 00:01:02.350879,2025-05-30 00:01:02.350879,Low,In Progress,1,True
1,S01T87,2,5,2025-05-30 00:01:02.350879,2025-05-31 00:01:02.350879,2025-06-05 00:01:02.350879,Low,Done,0,False
1,S01T88,7,2,2025-05-29 00:01:02.350879,2025-05-30 00:01:02.350879,2025-06-01 00:01:02.350879,Medium,Done,0,False
1,S01T89,2,1,2025-05-30 00:01:02.350879,2025-05-31 00:01:02.350879,2025-06-01 00:01:02.350879,Medium,Done,0,False
1,S01T90,3,5,2025-05-25 00:01:02.350879,2025-05-25 00:01:02.350879,2025-05-30 00:01:02.350879,Low,Blocked,0,True
1,S01T91,3,3,2025-05-24 00:01:02.350879,2025-05-24 00:01:02.350879,2025-05-27 00:01:02.350879,Low,Done,0,True
1,S01T92,3,3,2025-05-29 00:01:02.350879,2025-05-30 00:01:02.350879,2025-06-02 00:01:02.350879,High,Done,1,True
1,S01T93,5,5,2025-05-27 00:01:02.350879,2025-05-27 00:01:02.350879,2025-06-01 00:01:02.350879,High,Done,0,False
1,S01T94,1,1,2025-05-25 00:01:02.350879,2025-05-25 00:01:02.350879,2025-05-26 00:01:02.350879,Medium,Done,1,False
1,S01T95,4,4,2025-05-24 00:01:02.350879,2025-05-25 00:01:02.350879,2025-05-29 00:01:02.350879,Low,In Progress,0,False
1,S01T96,3,1,2025-05-30 00:01:02.350879,2025-05-31 00:01:02.350879,2025-06-01 00:01:02.350879,Low,Done,0,False
1,S01T97,5,7,2025-05-24 00:01:02.350879,2025-05-24 00:01:02.350879,2025-05-31 00:01:02.350879,Medium,In Progress,0,False
1,S01T98,7,5,2025-05-26 00:01:02.350879,2025-05-27 00:01:02.350879,2025-06-01 00:01:02.350879,Low,Blocked,0,False
1,S01T99,5,5,2025-05-27 00:01:02.350879,2025-05-27 00:01:02.350879,2025-06-01 00:01:02.350879,Low,In Progress,0,False
1,S01T100,3,3,2025-05-24 00:01:02.350879,2025-05-24 00:01:02.350879,2025-05-27 00:01:02.350879,Low,Done,0,False
1,S01T101,3,4,2025-05-24 00:01:02.350879,2025-05-24 00:01:02.350879,2025-05-28 00:01:02.350879,Medium,In Progress,0,False
1,S01T102,3,3,2025-05-28 00:01:02.350879,2025-05-29 00:01:02.350879,2025-06-01 00:01:02.350879,Medium,Done,0,False
1,S01T103,7,8,2025-05-26 00:01:02.350879,2025-05-26 00:01:02.350879,2025-06-03 00:01:02.350879,Low,Reopened,0,False
1,S01T104,4,1,2025-05-30 00:01:02.350879,2025-05-30 00:01:02.350879,2025-05-31 00:01:02.350879,Medium,Done,1,True
1,S01T105,1,2,2025-05-24 00:01:02.350879,2025-05-25 00:01:02.350879,2025-05-27 00:01:02.350879,Low,In Progress,0,False
1,S01T106,6,7,2025-05-29 00:01:02.350879,2025-05-29 00:01:02.350879,2025-06-05 00:01:02.350879,Low,Blocked,0,False
1,S01T107,5,2,2025-05-27 00:01:02.350879,2025-05-28 00:01:02.350879,2025-05-30 00:01:02.350879,High,Done,0,False
1,S01T108,2,7,2025-05-26 00:01:02.350879,2025-05-26 00:01:02.350879,2025-06-02 00:01:02.350879,Low,Done,1,False
1,S01T109,7,8,2025-05-25 00:01:02.350879,2025-05-25 00:01:02.350879,2025-06-02 00:01:02.350879,Low,Done,0,False
1,S01T110,3,1,2025-05-27 00:01:02.350879,2025-05-28 00:01:02.350879,2025-05-29 00:01:02.350879,Medium,In Progress,1,True
1,S01T111,4,2,2025-05-26 00:01:02.350879,2025-05-26 00:01:02.350879,2025-05-28 00:01:02.350879,Low,Blocked,1,True
1,S01T112,2,1,2025-05-29 00:01:02.350879,2025-05-30 00:01:02.350879,2025-05-31 00:01:02.350879,Low,Reopened,1,False
1,S01T113,5,7,2025-05-25 00:01:02.350879,2025-05-26 00:01:02.350879,2025-06-02 00:01:02.350879,High,In Progress,0,False
1,S01T114,2,1,2025-05-26 00:01:02.350879,2025-05-27 00:01:02.350879,2025-05-28 00:01:02.350879,Low,Done,0,False
1,S01T115,3,3,2025-05-27 00:01:02.350879,2025-05-28 00:01:02.350879,2025-05-31 00:01:02.350879,Low,Done,0,True
1,S01T116,2,1,2025-05-27 00:01:02.350879,2025-05-28 00:01:02.350879,2025-05-29 00:01:02.350879,Medium,Done,1,False
1,S01T117,4,1,2025-05-30 00:01:02.350879,2025-05-30 00:01:02.350879,2025-05-31 00:01:02.350879,Low,Done,0,False
1,S01T118,6,6,2025-05-29 00:01:02.350879,2025-05-29 00:01:02.350879,2025-06-04 00:01:02.350879,Medium,Done,1,True
1,S01T119,3,5,2025-05-27 00:01:02.350879,2025-05-27 00:01:02.350879,2025-06-01 00:01:02.350879,Medium,Done,0,True
1,S01T120,5,1,2025-05-30 00:01:02.350879,2025-05-30 00:01:02.350879,2025-05-31 00:01:02.350879,High,Done,1,False
1,S01T121,7,7,2025-05-28 00:01:02.350879,2025-05-29 00:01:02.350879,2025-06-05 00:01:02.350879,Low,Done,0,False
1,S01T122,5,3,2025-05-29 00:01:02.350879,2025-05-29 00:01:02.350879,2025-06-01 00:01:02.350879,High,Done,0,True
1,S01T123,2,4,2025-05-27 00:01:02.350879,2025-05-28 00:01:02.350879,2025-06-01 00:01:02.350879,Medium,Done,0,False
1,S01T124,7,7,2025-05-25 00:01:02.350879,2025-05-25 00:01:02.350879,2025-06-01 00:01:02.350879,High,Blocked,0,False
1,S01T125,5,6,2025-05-30 00:01:02.350879,2025-05-30 00:01:02.350879,2025-06-05 00:01:02.350879,Low,Done,0,False
1,S01T126,4,3,2025-05-27 00:01:02.350879,2025-05-27 00:01:02.350879,2025-05-30 00:01:02.350879,Low,In Progress,0,False
1,S01T127,3,4,2025-05-24 00:01:02.350879,2025-05-25 00:01:02.350879,2025-05-29 00:01:02.350879,Low,Done,0,False
1,S01T128,7,6,2025-05-24 00:01:02.350879,2025-05-25 00:01:02.350879,2025-05-31 00:01:02.350879,Medium,Done,0,False
1,S01T129,2,1,2025-05-24 00:01:02.350879,2025-05-24 00:01:02.350879,2025-05-25 00:01:02.350879,Medium,Blocked,0,True
1,S01T130,5,6,2025-05-26 00:01:02.350879,2025-05-26 00:01:02.350879,2025-06-01 00:01:02.350879,Low,In Progress,0,False
1,S01T131,5,1,2025-05-25 00:01:02.350879,2025-05-26 00:01:02.350879,2025-05-27 00:01:02.350879,Low,Done,0,True
1,S01T132,4,1,2025-05-26 00:01:02.350879,2025-05-27 00:01:02.350879,2025-05-28 00:01:02.350879,Low,Blocked,0,False
1,S01T133,3,4,2025-05-25 00:01:02.350879,2025-05-25 00:01:02.350879,2025-05-29 00:01:02.350879,Medium,Reopened,0,True
1,S01T134,4,1,2025-05-30 00:01:02.350879,2025-05-31 00:01:02.350879,2025-06-01 00:01:02.350879,Low,Blocked,1,True
1,S01T135,1,1,2025-05-24 00:01:02.350879,2025-05-25 00:01:02.350879,2025-05-26 00:01:02.350879,High,Done,0,False
1,S01T136,7,7,2025-05-26 00:01:02.350879,2025-05-26 00:01:02.350879,2025-06-02 00:01:02.350879,Low,Done,1,True
1,S01T137,5,2,2025-05-29 00:01:02.350879,2025-05-30 00:01:02.350879,2025-06-01 00:01:02.350879,High,In Progress,0,False
1,S01T138,6,5,2025-05-29 00:01:02.350879,2025-05-30 00:01:02.350879,2025-06-04 00:01:02.350879,Low,Done,0,False
1,S01T139,5,4,2025-05-30 00:01:02.350879,2025-05-30 00:01:02.350879,2025-06-03 00:01:02.350879,Low,Done,1,False
1,S01T140,1,1,2025-05-26 00:01:02.350879,2025-05-27 00:01:02.350879,2025-05-28 00:01:02.350879,Low,Done,0,False
1,S01T141,4,3,2025-05-25 00:01:02.350879,2025-05-25 00:01:02.350879,2025-05-28 00:01:02.350879,Low,Done,0,True
1,S01T142,2,3,2025-05-26 00:01:02.350879,2025-05-26 00:01:02.350879,2025-05-29 00:01:02.350879,Medium,Done,0,False
1,S01T143,1,5,2025-05-28 00:01:02.350879,2025-05-29 00:01:02.350879,2025-06-03 00:01:02.350879,Medium,Done,1,False
1,S01T144,2,2,2025-05-29 00:01:02.350879,2025-05-29 00:01:02.350879,2025-05-31 00:01:02.350879,High,Done,1,False
1,S01T145,4,3,2025-05-27 00:01:02.350879,2025-05-27 00:01:02.350879,2025-05-30 00:01:02.350879,Low,Done,0,False
1,S01T146,1,1,2025-05-29 00:01:02.350879,2025-05-29 00:01:02.350879,2025-05-30 00:01:02.350879,Low,Done,0,True
1,S01T147,6,2,2025-05-28 00:01:02.350879,2025-05-29 00:01:02.350879,2025-05-31 00:01:02.350879,Low,Done,0,True
1,S01T148,3,4,2025-05-25 00:01:02.350879,2025-05-25 00:01:02.350879,2025-05-29 00:01:02.350879,High,Done,0,False
1,S01T149,6,7,2025-05-25 00:01:02.350879,2025-05-25 00:01:02.350879,2025-06-01 00:01:02.350879,High,Done,0,False
1,S01T150,6,6,2025-05-28 00:01:02.350879,2025-05-28 00:01:02.350879,2025-06-03 00:01:02.350879,Medium,Done,0,True
1,S01T151,1,2,2025-05-30 00:01:02.350879,2025-05-30 00:01:02.350879,2025-06-01 00:01:02.350879,Medium,Done,0,True
1,S01T152,3,5,2025-05-25 00:01:02.350879,2025-05-26 00:01:02.350879,2025-05-31 00:01:02.350879,Medium,Done,0,True
1,S01T153,5,9,2025-05-29 00:01:02.350879,2025-05-29 00:01:02.350879,2025-06-07 00:01:02.350879,Low,Blocked,0,True
1,S01T154,1,2,2025-05-26 00:01:02.350879,2025-05-26 00:01:02.350879,2025-05-28 00:01:02.350879,High,Done,0,False
1,S01T155,3,2,2025-05-30 00:01:02.350879,2025-05-31 00:01:02.350879,2025-06-02 00:01:02.350879,Low,In Progress,0,True
1,S01T156,4,2,2025-05-28 00:01:02.350879,2025-05-29 00:01:02.350879,2025-05-31 00:01:02.350879,Low,Blocked,0,False
1,S01T157,5,5,2025-05-25 00:01:02.350879,2025-05-26 00:01:02.350879,2025-05-31 00:01:02.350879,Medium,Done,1,False
1,S01T158,1,2,2025-05-26 00:01:02.350879,2025-05-26 00:01:02.350879,2025-05-28 00:01:02.350879,Low,Done,0,False
1,S01T159,4,6,2025-05-30 00:01:02.350879,2025-05-30 00:01:02.350879,2025-06-05 00:01:02.350879,High,Blocked,0,False
1,S01T160,2,3,2025-05-26 00:01:02.350879,2025-05-26 00:01:02.350879,2025-05-29 00:01:02.350879,High,Done,0,False
1,S01T161,5,3,2025-05-28 00:01:02.350879,2025-05-29 00:01:02.350879,2025-06-01 00:01:02.350879,Low,Done,0,False
1,S01T162,5,3,2025-05-26 00:01:02.350879,2025-05-27 00:01:02.350879,2025-05-30 00:01:02.350879,Low,In Progress,0,False
1,S01T163,7,4,2025-05-28 00:01:02.350879,2025-05-28 00:01:02.350879,2025-06-01 00:01:02.350879,High,Done,0,False
1,S01T164,1,1,2025-05-27 00:01:02.350879,2025-05-28 00:01:02.350879,2025-05-29 00:01:02.350879,High,Done,0,True
1,S01T165,2,2,2025-05-30 00:01:02.350879,2025-05-30 00:01:02.350879,2025-06-01 00:01:02.350879,Low,Done,0,False
1,S01T166,2,1,2025-05-30 00:01:02.350879,2025-05-31 00:01:02.350879,2025-06-01 00:01:02.350879,Low,Done,1,False
1,S01T167,7,8,2025-05-27 00:01:02.350879,2025-05-28 00:01:02.350879,2025-06-05 00:01:02.350879,Low,In Progress,0,True
1,S01T168,1,2,2025-05-29 00:01:02.350879,2025-05-30 00:01:02.350879,2025-06-01 00:01:02.350879,Low,In Progress,1,False
1,S01T169,3,4,2025-05-30 00:01:02.350879,2025-05-31 00:01:02.350879,2025-06-04 00:01:02.350879,Low,Done,0,False
1,S01T170,7,6,2025-05-27 00:01:02.350879,2025-05-28 00:01:02.350879,2025-06-03 00:01:02.350879,Medium,Done,0,True
1,S01T171,7,10,2025-05-30 00:01:02.350879,2025-05-30 00:01:02.350879,2025-06-09 00:01:02.350879,High,Done,2,False
1,S01T172,6,1,2025-05-29 00:01:02.350879,2025-05-29 00:01:02.350879,2025-05-30 00:01:02.350879,Low,In Progress,0,True
1,S01T173,1,1,2025-05-28 00:01:02.350879,2025-05-28 00:01:02.350879,2025-05-29 00:01:02.350879,Medium,Done,1,False
1,S01T174,6,4,2025-05-25 00:01:02.350879,2025-05-26 00:01:02.350879,2025-05-30 00:01:02.350879,Critical,In Progress,0,False
1,S01T175,4,2,2025-05-24 00:01:02.350879,2025-05-25 00:01:02.350879,2025-05-27 00:01:02.350879,Critical,Done,0,False
1,S01T176,4,3,2025-05-24 00:01:02.350879,2025-05-25 00:01:02.350879,2025-05-28 00:01:02.350879,High,Reopened,0,False
1,S01T177,1,1,2025-05-27 00:01:02.350879,2025-05-28 00:01:02.350879,2025-05-29 00:01:02.350879,Low,Done,0,False
1,S01T178,2,1,2025-05-30 00:01:02.350879,2025-05-31 00:01:02.350879,2025-06-01 00:01:02.350879,Low,In Progress,1,False
1,S01T179,1,4,2025-05-25 00:01:02.350879,2025-05-26 00:01:02.350879,2025-05-30 00:01:02.350879,High,Done,0,True
1,S01T180,4,4,2025-05-27 00:01:02.350879,2025-05-28 00:01:02.350879,2025-06-01 00:01:02.350879,High,Done,0,False
1,S01T181,2,5,2025-05-27 00:01:02.350879,2025-05-27 00:01:02.350879,2025-06-01 00:01:02.350879,Medium,Done,0,False
1,S01T182,6,5,2025-05-27 00:01:02.350879,2025-05-27 00:01:02.350879,2025-06-01 00:01:02.350879,Low,In Progress,0,False
1,S01T183,2,3,2025-05-26 00:01:02.350879,2025-05-26 00:01:02.350879,2025-05-29 00:01:02.350879,Low,Done,0,False
1,S01T184,7,3,2025-05-24 00:01:02.350879,2025-05-24 00:01:02.350879,2025-05-27 00:01:02.350879,Medium,Blocked,0,False
1,S01T185,4,6,2025-05-29 00:01:02.350879,2025-05-30 00:01:02.350879,2025-06-05 00:01:02.350879,Medium,Done,0,False
1,S01T186,2,3,2025-05-28 00:01:02.350879,2025-05-29 00:01:02.350879,2025-06-01 00:01:02.350879,Medium,Blocked,1,True
1,S01T187,3,1,2025-05-26 00:01:02.350879,2025-05-26 00:01:02.350879,2025-05-27 00:01:02.350879,Medium,Blocked,0,False
1,S01T188,4,1,2025-05-29 00:01:02.350879,2025-05-29 00:01:02.350879,2025-05-30 00:01:02.350879,Medium,Done,0,False
1,S01T189,6,2,2025-05-27 00:01:02.350879,2025-05-27 00:01:02.350879,2025-05-29 00:01:02.350879,Medium,Done,0,False
1,S01T190,6,5,2025-05-24 00:01:02.350879,2025-05-24 00:01:02.350879,2025-05-29 00:01:02.350879,Low,Done,1,False
1,S01T191,4,1,2025-05-26 00:01:02.350879,2025-05-27 00:01:02.350879,2025-05-28 00:01:02.350879,Low,Done,0,False
1,S01T192,1,1,2025-05-28 00:01:02.350879,2025-05-29 00:01:02.350879,2025-05-30 00:01:02.350879,Medium,Reopened,0,False
1,S01T193,4,3,2025-05-24 00:01:02.350879,2025-05-25 00:01:02.350879,2025-05-28 00:01:02.350879,High,Done,1,True
1,S01T194,2,6,2025-05-29 00:01:02.350879,2025-05-30 00:01:02.350879,2025-06-05 00:01:02.350879,Low,Done,0,False
1,S01T195,3,4,2025-05-28 00:01:02.350879,2025-05-28 00:01:02.350879,2025-06-01 00:01:02.350879,Medium,Done,0,False
1,S01T196,3,2,2025-05-26 00:01:02.350879,2025-05-27 00:01:02.350879,2025-05-29 00:01:02.350879,Critical,In Progress,1,False
1,S01T197,2,2,2025-05-30 00:01:02.350879,2025-05-31 00:01:02.350879,2025-06-02 00:01:02.350879,Low,Done,1,True
1,S01T198,5,1,2025-05-24 00:01:02.350879,2025-05-24 00:01:02.350879,2025-05-25 00:01:02.350879,Medium,Done,1,False
1,S01T199,7,6,2025-05-29 00:01:02.350879,2025-05-30 00:01:02.350879,2025-06-05 00:01:02.350879,Low,Blocked,1,True
